Date,GDP251  ,GDP252  ,GDP253  ,GDP254  ,GDP255  ,GDP256  ,GDP257  ,GDP258  ,GDP259  ,GDP260  ,GDP261  ,GDP263  ,GDP264  ,GDP265  ,GDP266  ,GDP267  ,GDP268  ,GDP269  ,GDP270  ,GDP271  ,GDP272  ,GDP273  ,GDP274  ,GDP275  ,GDP276  ,GDP277  ,GDP278  ,GDP279  ,GDP280  ,GDP281  ,GDP282  ,GDP284  ,GDP285  ,GDP286  ,GDP287  ,GDP288  ,GDP289  ,GDP290  ,GDP291  ,GDP292  ,LBOUT   ,LBPUR7  ,LBMNU   ,LBLCPU  ,GDP272A,GDP273A,GDP274A,GDP274_1,GDP274_2,GDP274_3,GDP275A,GDP275_1,GDP275_2,GDP275_3,GDP275_4,GDP276A,GDP276_1,GDP276_2,GDP276_3,GDP276_4,GDP276_5,GDP276_6,GDP276_7,GDP276_8,GDP277A,GDP278A,GDP279A,GDP280A,GDP281A,GDP282A,GDP284A,GDP284_1,GDP284_2,GDP285A,GDP285_1,GDP285_2,GDP286A,GDP287A,GDP288A
2\1\1959,24.375,22.641,10.544,33.126,20.276,14.865,15.32,10.365,35.247,5.836,37.467,6.811,6.658,40.874,67.009,26.968,24.557,23.893,24.069,24.433,20.68,20.315,45.544,22.646,15.372,29.333,28.133,34.87,15.82,50.51,16.62,29.211,21.786,15.469,16.584,14.452,20.51,20.296,20.126,20.657,47.62,61.157,60.12,26.973,20.68,20.315,45.544,31.113,82.662,33.291,22.646,19.931,48.891,16.731,20.568,15.372,18.408,21.22,18.626,24.03,15.224,9.541,19.385,14.806,29.333,28.133,34.87,15.82,50.51,16.62,29.211,33.882,20.212,21.786,22.601,19.561,15.469,16.584,14.452
5\1\1959,25.016,23.025,10.954,33.413,20.671,16.121,15.817,10.682,36.332,6.014,38.796,7.038,7.002,41.499,68.614,27.042,25.002,24.541,24.523,25.072,20.711,20.365,45.721,22.694,15.408,29.448,28.24,35.068,15.913,50.794,16.632,29.239,21.82,15.425,16.488,14.473,20.539,20.326,20.156,20.688,47.927,61.672,61.271,26.878,20.711,20.365,45.721,31.325,82.894,33.226,22.694,19.898,49.04,16.925,20.719,15.408,18.53,21.323,18.704,24.18,15.394,9.627,19.589,14.593,29.448,28.24,35.068,15.913,50.794,16.632,29.239,33.7,20.582,21.82,22.672,19.53,15.425,16.488,14.473
8\1\1959,24.997,23.284,11.178,33.598,20.978,14.989,16.01,11.02,37.41,6.211,38.063,7.26,7.078,42.02,70.027,27.066,25.317,24.499,24.81,25.064,20.77,20.47,45.704,22.815,15.514,29.531,28.316,35.226,15.974,51.042,16.628,29.481,21.891,15.347,16.348,14.474,20.597,20.379,20.207,20.747,48.215,61.768,61.09,27.061,20.77,20.47,45.704,31.276,82.96,33.244,22.815,19.976,49.26,16.975,20.966,15.514,18.601,21.653,18.923,24.63,15.525,9.707,19.853,14.642,29.531,28.316,35.226,15.974,51.042,16.628,29.481,33.743,21.157,21.891,22.783,19.525,15.347,16.348,14.474
11\1\1959,25.085,23.317,10.61,33.827,21.252,15.491,15.796,10.976,37.132,6.2,36.954,7.062,6.896,41.564,69.013,26.92,25.227,24.588,24.724,25.161,20.853,20.576,45.679,22.904,15.647,29.582,28.359,35.294,15.985,51.184,16.64,29.798,22.107,15.377,16.38,14.501,20.679,20.46,20.287,20.83,48.341,61.992,61.099,27.371,20.853,20.576,45.679,31.245,82.929,33.263,22.904,19.99,49.353,17.365,21.066,15.647,18.712,21.86,19.116,24.861,15.601,9.832,20.075,14.793,29.582,28.359,35.294,15.985,51.184,16.64,29.798,34.101,21.405,22.107,23.102,19.542,15.377,16.38,14.501
2\1\1960,25.643,23.527,10.971,33.81,21.505,17.198,16.347,11.398,38.677,6.426,38.014,7.951,7.155,40.737,65.886,27.389,25.492,25.038,24.885,25.711,20.903,20.616,45.6,22.911,15.725,29.606,28.394,35.3,16.042,51.079,16.689,29.829,22.052,15.44,16.38,14.64,20.73,20.505,20.333,20.881,49.657,63.242,61.477,27.325,20.903,20.616,45.6,30.99,83.185,33.407,22.911,20.012,49.478,17.147,21.129,15.725,18.76,22.048,19.308,25.039,15.708,9.833,20.203,14.913,29.606,28.394,35.3,16.042,51.079,16.689,29.829,34.069,21.545,22.052,23.042,19.503,15.44,16.38,14.64
5\1\1960,25.515,23.817,11.224,34.205,21.711,15.443,16.017,11.574,39.133,6.54,34.888,8.455,7.201,41.067,65.633,28.058,25.731,24.84,25.047,25.587,20.995,20.73,45.525,23.061,15.831,29.657,28.451,35.335,15.945,51.361,16.752,29.789,22.069,15.497,16.427,14.709,20.823,20.598,20.427,20.972,48.66,63.235,61.585,27.889,20.995,20.73,45.525,30.792,83.343,33.516,23.061,20.22,49.739,17.142,21.13,15.831,18.808,22.208,19.46,25.205,15.74,9.992,20.278,15.061,29.657,28.451,35.335,15.945,51.361,16.752,29.789,34.021,21.524,22.069,23.049,19.54,15.497,16.427,14.709
8\1\1960,25.555,23.719,11.135,33.966,21.72,15.348,15.589,11.286,39.214,6.266,33.83,8.242,6.987,42.061,67.682,28.476,25.694,24.879,25.01,25.634,21.093,20.812,45.371,23.132,15.947,29.636,28.434,35.299,15.869,51.433,16.755,29.931,22.19,15.662,16.679,14.774,20.921,20.694,20.524,21.07,48.759,63.559,61.237,27.98,21.093,20.812,45.371,30.521,83.396,33.599,23.132,20.23,49.923,17.496,21.139,15.947,18.895,22.303,19.543,25.31,15.815,10.123,20.422,15.23,29.636,28.434,35.299,15.869,51.433,16.755,29.931,34.19,21.614,22.19,23.102,19.779,15.662,16.679,14.774
11\1\1960,25.224,23.746,10.836,33.997,21.944,13.458,15.527,11.226,40.708,6.054,33.784,8.414,6.658,42.349,67.915,28.803,25.816,24.478,25.052,25.314,21.186,20.909,45.282,23.251,16.046,29.577,28.375,35.165,15.761,51.347,16.775,29.834,22.129,15.792,16.873,14.83,21.013,20.787,20.616,21.162,48.385,63.426,60.668,28.471,21.186,20.909,45.282,30.372,83.375,33.665,23.251,20.397,50.019,17.526,21.161,16.046,18.972,22.356,19.565,25.39,15.949,10.228,20.555,15.365,29.577,28.375,35.165,15.761,51.347,16.775,29.834,34.057,21.593,22.129,22.934,19.904,15.792,16.873,14.83
2\1\1961,25.376,23.744,10.198,34.22,22.177,13.792,15.331,10.988,40.524,5.855,33.915,8.355,6.625,42.902,67.827,29.736,25.839,24.631,25.079,25.475,21.21,20.944,45.282,23.294,16.076,29.531,28.318,35.116,15.761,51.229,16.722,29.976,22.15,15.801,16.828,14.906,21.036,20.807,20.635,21.186,48.897,63.865,60.327,28.377,21.21,20.944,45.282,30.388,83.256,33.706,23.294,20.467,50.068,17.472,21.179,16.076,19.012,22.397,19.624,25.42,16.069,10.258,20.686,15.33,29.531,28.318,35.116,15.761,51.229,16.722,29.976,34.352,21.426,22.15,22.896,20.026,15.801,16.828,14.906
5\1\1961,25.853,24.1,10.414,34.579,22.581,14.828,15.557,11.216,39.843,6.135,34.037,8.239,6.709,42.999,68.443,29.537,26.117,25.13,25.383,25.941,21.249,20.94,45.517,23.171,16.137,29.544,28.338,35.08,15.793,51.069,16.787,30.37,22.119,15.888,16.872,15.045,21.076,20.831,20.659,21.226,50.591,64.787,60.187,27.974,21.249,20.94,45.517,30.739,83.275,33.745,23.171,20.377,49.969,17.018,21.193,16.137,19.11,22.451,19.675,25.477,16.217,10.28,20.737,15.362,29.544,28.338,35.08,15.793,51.069,16.787,30.37,34.878,21.569,22.119,22.801,20.103,15.888,16.872,15.045
8\1\1961,26.272,24.217,10.67,34.598,22.669,16.075,15.929,11.307,39.853,6.218,35.876,8.195,7.154,43.848,70.382,29.787,26.319,25.617,25.657,26.363,21.305,21.016,45.737,23.228,16.211,29.534,28.321,35.043,15.814,50.936,16.792,30.314,22.092,15.92,16.844,15.148,21.132,20.887,20.715,21.283,51.11,65.015,60.54,27.813,21.305,21.016,45.737,31.128,83.139,33.777,23.228,20.358,50.215,17.405,21.172,16.211,19.175,22.436,19.615,25.505,16.307,10.354,20.896,15.475,29.534,28.321,35.043,15.814,50.936,16.792,30.314,34.712,21.725,22.092,22.784,20.059,15.92,16.844,15.148
11\1\1961,26.809,24.704,11.204,35.086,23.077,16.349,16.464,11.686,39.645,6.59,37.079,8.449,7.325,44.806,71.606,30.613,26.918,26.131,26.232,26.902,21.36,21.039,45.671,23.214,16.269,29.54,28.323,35.063,15.871,50.864,16.777,30.539,22.081,16.028,16.941,15.272,21.186,20.933,20.76,21.338,51.669,65.385,61.31,27.738,21.36,21.039,45.671,31.088,82.926,33.824,23.214,20.359,50.19,17.309,21.172,16.269,19.181,22.491,19.627,25.6,16.379,10.423,20.991,15.583,29.54,28.323,35.063,15.871,50.864,16.777,30.539,34.988,21.851,22.081,22.769,20.053,16.028,16.941,15.272
2\1\1962,27.291,24.968,11.455,35.399,23.285,17.322,16.817,11.959,40.383,6.764,37.747,8.428,7.547,45.608,74.255,30.395,27.248,26.641,26.594,27.381,21.482,21.131,45.661,23.304,16.372,29.555,28.34,35.064,15.896,50.811,16.806,30.59,21.832,16.196,17.086,15.473,21.308,21.041,20.869,21.46,52.18,66.188,61.535,27.719,21.482,21.131,45.661,31.111,82.762,33.909,23.304,20.526,50,17.255,21.227,16.372,19.281,22.539,19.639,25.684,16.482,10.498,21.135,15.739,29.555,28.34,35.064,15.896,50.811,16.806,30.59,34.845,22.288,21.832,22.395,20.031,16.196,17.086,15.473
5\1\1962,27.589,25.271,11.751,35.566,23.656,17.152,17.326,12.315,41.85,6.937,38.929,9.236,7.711,45.853,74.553,30.614,27.709,26.833,26.944,27.696,21.538,21.209,45.779,23.38,16.445,29.573,28.365,35.113,15.951,50.816,16.804,30.302,21.868,16.255,17.138,15.544,21.365,21.109,20.937,21.517,52.476,66.372,62.268,27.945,21.538,21.209,45.779,31.342,82.566,33.955,23.38,20.6,50.174,17.373,21.23,16.445,19.311,22.584,19.621,25.788,16.597,10.585,21.182,15.864,29.573,28.365,35.113,15.951,50.816,16.804,30.302,34.356,22.373,21.868,22.354,20.21,16.255,17.138,15.544
8\1\1962,27.843,25.477,11.853,35.829,23.866,17.454,17.466,12.474,42.956,6.968,38.896,8.72,7.808,46.891,76.781,31.004,27.925,27.177,27.252,27.951,21.596,21.262,45.88,23.422,16.5,29.568,28.356,35.104,15.934,50.83,16.797,30.283,21.792,16.329,17.249,15.572,21.422,21.163,20.991,21.574,53.217,66.642,62.138,27.793,21.596,21.262,45.88,31.549,82.362,34.021,23.422,20.661,50.416,17.298,21.211,16.5,19.393,22.663,19.677,25.89,16.56,10.634,21.311,15.904,29.568,28.356,35.104,15.934,50.83,16.797,30.283,34.307,22.414,21.792,22.175,20.333,16.329,17.249,15.572
11\1\1962,27.911,25.84,12.402,36.045,24.18,16.861,17.381,12.389,41.912,7,38.845,8.531,7.904,46.963,76.378,31.343,28.119,27.286,27.486,28.049,21.671,21.325,45.699,23.542,16.546,29.535,28.323,35.066,15.983,50.639,16.774,30.325,21.906,16.474,17.439,15.667,21.498,21.241,21.069,21.65,53.658,67.106,61.743,27.861,21.671,21.325,45.699,31.303,82.281,34.034,23.542,20.757,50.472,17.675,21.24,16.546,19.422,22.686,19.606,26.004,16.542,10.695,21.467,15.974,29.535,28.323,35.066,15.983,50.639,16.774,30.325,34.336,22.481,21.906,22.146,20.716,16.474,17.439,15.667
2\1\1963,28.277,26.013,12.674,36.196,24.293,17.802,17.583,12.369,40.446,7.138,40.249,8.731,7.721,46.68,74.532,31.932,28.306,27.588,27.611,28.403,21.732,21.386,45.7,23.595,16.619,29.545,28.339,35.091,16.034,50.6,16.778,30.367,22.105,16.572,17.513,15.796,21.56,21.308,21.137,21.712,54.053,67.541,62.118,27.961,21.732,21.386,45.7,31.32,82.216,34.058,23.595,20.858,50.555,17.521,21.273,16.619,19.505,22.807,19.632,26.219,16.589,10.744,21.492,16.06,29.545,28.339,35.091,16.034,50.6,16.778,30.367,34.484,22.324,22.105,22.289,21.023,16.572,17.513,15.796
5\1\1963,28.63,26.263,12.958,36.349,24.564,18.059,18.398,12.764,42.351,7.3,43.144,9.753,7.903,46.619,73.839,32.222,28.786,27.806,27.951,28.747,21.754,21.416,45.843,23.59,16.662,29.483,28.289,35.072,16.07,50.488,16.713,30.324,22.201,16.625,17.537,15.883,21.583,21.335,21.165,21.734,54.433,67.765,62.511,27.838,21.754,21.416,45.843,31.515,82.134,34.215,23.59,20.827,50.677,17.289,21.44,16.662,19.563,22.871,19.61,26.367,16.633,10.787,21.616,16.061,29.483,28.289,35.072,16.07,50.488,16.713,30.324,34.407,22.338,22.201,22.384,21.119,16.625,17.537,15.883
8\1\1963,29.169,26.62,13.106,36.641,25.058,18.652,18.875,13.15,42.648,7.627,43.942,9.232,8.104,48.615,77.93,33.083,29.296,28.445,28.563,29.288,21.794,21.518,45.983,23.745,16.72,29.383,28.187,35.098,16.11,50.47,16.526,30.253,22.332,16.608,17.475,15.921,21.623,21.382,21.213,21.774,55.581,68.043,62.68,27.565,21.794,21.518,45.983,31.675,82.18,34.336,23.745,20.976,50.815,17.492,21.562,16.72,19.596,22.857,19.531,26.414,16.662,10.88,21.817,16.142,29.383,28.187,35.098,16.11,50.47,16.526,30.253,34.264,22.404,22.332,22.54,21.197,16.608,17.475,15.921
11\1\1963,29.396,26.846,13.33,36.665,25.405,18.889,19.478,13.581,43.51,7.935,45.28,9.695,8.077,48.174,75.857,33.545,29.604,28.593,28.789,29.521,21.923,21.596,46.136,23.802,16.802,29.456,28.253,35.092,16.128,50.424,16.636,30.283,22.456,16.873,17.863,16.046,21.751,21.514,21.344,21.903,55.722,68.64,63.167,27.868,21.923,21.596,46.136,31.777,82.4,34.535,23.802,21.018,51.005,17.469,21.652,16.802,19.678,22.919,19.592,26.478,16.703,10.942,21.997,16.252,29.456,28.253,35.092,16.128,50.424,16.636,30.283,34.247,22.547,22.456,22.677,21.292,16.873,17.863,16.046
2\1\1964,30.055,27.379,13.833,37.355,25.792,19.659,20.219,13.918,44.633,8.127,48.054,10.289,8.07,48.347,75.458,34.044,30.252,29.148,29.333,30.198,22.001,21.697,46.237,23.926,16.885,29.364,28.159,35.094,16.106,50.467,16.48,30.359,22.655,16.981,18.005,16.119,21.829,21.596,21.426,21.98,56.497,68.312,64.34,27.568,22.001,21.697,46.237,31.877,82.357,34.791,23.926,21.209,51.101,17.418,21.697,16.885,19.711,22.918,19.479,26.586,16.812,11.043,22.162,16.406,29.364,28.159,35.094,16.106,50.467,16.48,30.359,34.434,22.392,22.655,23.013,21.205,16.981,18.005,16.119
5\1\1964,30.404,27.864,14.195,38.044,26.16,19.573,20.165,14.273,46.15,8.294,45.635,10.46,8.251,48.662,74.959,34.825,30.614,29.492,29.69,30.536,22.073,21.744,46.177,23.936,16.97,29.599,28.409,35.258,16.288,50.502,16.747,30.35,22.771,17.056,18.078,16.199,21.903,21.674,21.504,22.053,56.642,68.952,64.62,27.695,22.073,21.744,46.177,31.828,82.226,34.809,23.936,21.256,51.186,17.243,21.695,16.97,19.756,23.083,19.624,26.774,16.845,11.125,22.303,16.523,29.599,28.409,35.258,16.288,50.502,16.747,30.35,34.304,22.63,22.771,23.142,21.291,17.056,18.078,16.199
8\1\1964,30.819,28.38,14.674,38.731,26.527,20.034,20.488,14.758,47.673,8.58,44.889,10.379,8.472,48.694,74.379,35.205,30.996,29.945,30.111,30.957,22.18,21.815,46.127,23.996,17.063,29.636,28.441,35.265,16.308,50.483,16.794,30.592,22.739,17.226,18.339,16.273,22.009,21.769,21.6,22.16,57.201,69.702,65.034,27.829,22.18,21.815,46.127,31.838,81.948,34.845,23.996,21.373,51.124,17.21,21.696,17.063,19.819,23.164,19.645,26.913,16.926,11.211,22.507,16.66,29.636,28.441,35.265,16.308,50.483,16.794,30.592,34.586,22.795,22.739,23.053,21.375,17.226,18.339,16.273
11\1\1964,30.902,28.459,14.186,38.861,26.9,20.187,20.638,15.066,48.049,8.828,44.071,10.688,8.702,48.551,73.324,35.578,31.076,30.015,30.178,31.022,22.282,21.889,46.027,24.085,17.146,29.938,28.753,35.457,16.564,50.444,17.16,30.925,22.808,17.263,18.343,16.345,22.112,21.86,21.691,22.262,56.889,69.897,65.666,28.318,22.282,21.889,46.027,31.757,81.723,34.867,24.085,21.47,51.109,17.403,21.727,17.146,19.855,23.206,19.632,27.01,17.024,11.316,22.662,16.784,29.938,28.753,35.457,16.564,50.444,17.16,30.925,35.009,22.94,22.808,23.107,21.476,17.263,18.343,16.345
2\1\1965,31.661,29.087,15.553,39.308,27.158,22.229,21.579,16.079,50.514,9.507,44.224,9.535,8.388,48.442,72.424,35.915,31.566,30.89,30.79,31.81,22.38,21.963,46.065,24.172,17.213,29.952,28.771,35.509,16.595,50.506,17.145,31.62,22.993,17.378,18.412,16.508,22.21,21.94,21.771,22.361,57.836,69.958,66.692,28.044,22.38,21.963,46.065,31.869,81.554,34.871,24.172,21.472,51.336,17.718,21.835,17.213,19.902,23.203,19.596,27.039,17.113,11.405,22.792,16.873,29.952,28.771,35.509,16.595,50.506,17.145,31.62,35.949,23.154,22.993,23.188,21.88,17.378,18.412,16.508
5\1\1965,32.089,29.409,15.584,39.748,27.538,22.222,22.182,16.684,54.03,9.684,44.57,11.325,9.378,49.061,72.548,36.825,32.136,31.183,31.221,32.245,22.479,22.072,45.875,24.381,17.288,30.014,28.831,35.6,16.716,50.491,17.164,31.516,22.895,17.458,18.476,16.605,22.309,22.037,21.868,22.46,57.903,69.978,67.353,28.056,22.479,22.072,45.875,31.677,81.363,34.788,24.381,21.714,51.513,17.892,21.962,17.288,19.963,23.203,19.523,27.11,17.238,11.502,22.939,16.951,30.014,28.831,35.6,16.716,50.491,17.164,31.516,35.805,23.126,22.895,22.993,21.999,17.458,18.476,16.605
8\1\1965,32.74,29.914,16.137,40.326,27.919,23.017,22.781,17.313,54.587,10.214,44.745,10.677,9.417,50.755,75.473,37.861,32.739,31.928,31.92,32.874,22.578,22.155,45.615,24.528,17.366,30.058,28.877,35.701,16.761,50.639,17.148,31.547,23.054,17.632,18.685,16.746,22.408,22.14,21.972,22.559,59.269,70.499,67.511,27.852,22.578,22.155,45.615,31.457,80.985,34.638,24.528,21.884,51.845,17.937,22.021,17.366,20.008,23.297,19.504,27.315,17.363,11.593,23.07,17.034,30.058,28.877,35.701,16.761,50.639,17.148,31.547,35.807,23.215,23.054,23.167,22.121,17.632,18.685,16.746
11\1\1965,33.532,30.755,16.825,41.727,28.382,23.131,23.292,18.048,57.103,10.625,43.776,11.451,9.877,51.854,77.588,38.408,33.629,32.657,32.744,33.642,22.717,22.223,45.329,24.611,17.468,30.404,29.224,35.878,17.092,50.443,17.631,31.431,23.296,17.885,19.058,16.881,22.547,22.292,22.123,22.698,60.238,71.167,68.151,27.735,22.717,22.223,45.329,31.266,80.481,34.389,24.611,21.941,51.991,18.115,22.08,17.468,20.069,23.413,19.579,27.473,17.513,11.687,23.25,17.17,30.404,29.224,35.878,17.092,50.443,17.631,31.431,35.586,23.319,23.296,23.423,22.324,17.885,19.058,16.881
2\1\1966,34.352,31.208,17.64,42.106,28.644,25.075,24.166,18.837,58.472,11.218,44.77,11.249,10.13,52.78,79.344,38.884,34.189,33.53,33.363,34.466,22.857,22.396,45.256,24.92,17.577,30.265,29.064,35.817,17.045,50.391,17.378,31.955,23.414,18.012,19.085,17.11,22.686,22.416,22.247,22.838,61.289,71.742,69.135,27.851,22.857,22.396,45.256,31.18,80.382,34.429,24.92,22.362,52.388,18.131,22.194,17.577,20.162,23.231,19.582,27.108,17.543,11.821,23.484,17.41,30.265,29.064,35.817,17.045,50.391,17.378,31.955,36.343,23.367,23.414,23.458,22.634,18.012,19.085,17.11
5\1\1966,34.471,31.294,16.901,42.476,28.99,24.622,23.851,19.128,57.333,11.627,41.179,11.742,10.382,53.716,81.447,39.184,34.347,33.61,33.481,34.585,23.071,22.576,45.421,25.141,17.729,30.752,29.574,36.174,17.424,50.536,18.014,32.219,23.658,18.164,19.105,17.401,22.901,22.629,22.46,23.052,60.95,72.22,69.813,28.469,23.071,22.576,45.421,31.343,80.605,34.468,25.141,22.617,52.824,18.178,22.328,17.729,20.244,23.434,19.611,27.483,17.609,11.981,23.717,17.644,30.752,29.574,36.174,17.424,50.536,18.014,32.219,36.651,23.554,23.658,23.802,22.636,18.164,19.105,17.401
8\1\1966,34.698,31.652,17.483,42.765,29.242,24.381,23.843,19.361,58.594,11.702,39.84,11.301,10.965,55.166,84.734,39.636,34.632,33.988,33.918,34.806,23.293,22.75,45.603,25.341,17.882,30.76,29.569,36.25,17.45,50.664,17.905,32.595,23.59,18.511,19.552,17.645,23.124,22.831,22.663,23.274,61.034,72.621,70.139,28.841,23.293,22.75,45.603,31.432,80.978,34.667,25.341,22.781,53.348,18.393,22.465,17.882,20.301,23.637,19.584,27.913,17.829,12.171,23.865,17.851,30.76,29.569,36.25,17.45,50.664,17.905,32.595,37.143,23.715,23.59,23.706,22.635,18.511,19.552,17.645
11\1\1966,34.977,31.783,17.484,42.601,29.641,24.501,23.121,19.312,56.605,11.889,35.66,11.674,11.09,56.058,85.424,40.655,34.728,34.224,33.973,35.095,23.498,22.927,45.788,25.526,18.054,31.125,29.938,36.582,17.672,51.025,18.299,33.155,23.724,18.634,19.579,17.874,23.328,23.018,22.849,23.479,61.544,73.011,69.951,29.036,23.498,22.927,45.788,31.502,81.421,34.86,25.526,22.914,53.89,18.639,22.588,18.054,20.45,23.732,19.578,28.109,18.026,12.38,24.124,18.036,31.125,29.938,36.582,17.672,51.025,18.299,33.155,37.898,23.896,23.724,23.895,22.638,18.634,19.579,17.874
2\1\1967,35.287,31.97,17.152,42.928,30.003,23.822,22.576,18.901,57.185,11.426,34.588,11.899,11.257,58.44,91.281,41.158,35.082,34.518,34.311,35.4,23.611,22.993,45.664,25.582,18.151,31.265,30.071,36.776,17.748,51.325,18.335,33.728,23.734,18.756,19.547,18.166,23.44,23.109,22.939,23.592,62.113,73.767,69.872,29.178,23.611,22.993,45.664,31.158,81.685,35.003,25.582,22.841,54.544,18.77,22.7,18.151,20.563,23.78,19.621,28.163,18.169,12.53,24.228,18.073,31.265,30.071,36.776,17.748,51.325,18.335,33.728,38.739,23.974,23.734,23.829,22.823,18.756,19.547,18.166
5\1\1967,35.289,32.398,17.915,43.134,30.367,22.808,23.155,18.835,55.563,11.554,38.52,11.791,11.17,58.123,89.964,41.383,35.451,34.523,34.677,35.395,23.759,23.108,45.893,25.673,18.267,31.39,30.21,36.964,17.843,51.579,18.396,33.685,23.669,18.964,19.775,18.356,23.59,23.254,23.086,23.74,62.612,74.536,69.444,29.558,23.759,23.108,45.893,31.413,81.741,35.305,25.673,22.859,55.061,18.908,22.78,18.267,20.638,23.84,19.623,28.28,18.336,12.682,24.47,18.201,31.39,30.21,36.964,17.843,51.579,18.396,33.685,38.559,24.175,23.669,23.728,22.84,18.964,19.775,18.356
8\1\1967,35.569,32.563,17.748,43.163,30.799,23.465,23.383,18.741,56.152,11.394,40.451,11.504,11.32,58.725,91.385,41.545,35.631,34.866,34.921,35.699,23.977,23.322,46.43,25.935,18.405,31.561,30.4,37.208,17.965,51.912,18.5,33.651,23.67,19.187,19.973,18.608,23.81,23.469,23.303,23.957,62.639,74.833,69.672,29.873,23.977,23.322,46.43,32.062,82.147,35.476,25.935,23.123,55.674,19.002,22.977,18.405,20.729,23.949,19.695,28.427,18.508,12.898,24.738,18.311,31.561,30.4,37.208,17.965,51.912,18.5,33.651,38.396,24.378,23.67,23.72,22.864,19.187,19.973,18.608
11\1\1967,35.838,32.759,17.779,43.403,31.039,23.971,24.112,19.125,56.237,11.754,42.808,11.832,11.921,59.129,91.21,42.269,35.943,35.166,35.266,35.959,24.242,23.525,46.923,26.13,18.575,31.936,30.775,37.569,18.218,52.288,18.853,33.838,23.68,19.488,20.356,18.824,24.074,23.723,23.556,24.222,62.809,75.082,69.989,30.199,24.242,23.525,46.923,32.577,82.603,35.808,26.13,23.267,56.228,19.062,23.226,18.575,20.847,24.063,19.758,28.592,18.661,13.129,25.176,18.488,31.936,30.775,37.569,18.218,52.288,18.853,33.838,38.545,24.629,23.68,23.72,22.895,19.488,20.356,18.824
2\1\1968,36.576,33.539,18.92,44.356,31.438,24.498,24.699,19.732,57.37,12.204,43.069,12.176,12.618,60.156,92.783,43.01,36.696,35.941,36.055,36.701,24.503,23.776,47.221,26.409,18.799,32.227,31.081,37.835,18.463,52.471,19.175,34.084,23.846,19.727,20.542,19.124,24.338,23.979,23.814,24.484,64.204,76.449,70.114,30.36,24.503,23.776,47.221,32.578,83.561,36.159,26.409,23.511,57.05,19.19,23.448,18.799,20.987,24.332,19.785,29.106,18.897,13.394,25.61,18.733,32.227,31.081,37.835,18.463,52.471,19.175,34.084,38.727,24.985,23.846,23.895,23.034,19.727,20.542,19.124
5\1\1968,37.197,34.055,19.28,44.921,31.966,25.486,24.571,19.388,56.875,11.931,44.157,12.418,12.811,60.429,92.027,43.846,37.065,36.542,36.408,37.325,24.777,24.019,47.514,26.67,19.021,32.521,31.383,38.209,18.699,52.902,19.354,34.786,24.026,19.967,20.793,19.355,24.612,24.23,24.066,24.758,64.859,76.981,70.786,30.585,24.777,24.019,47.514,32.743,84.269,36.277,26.67,23.727,58.071,19.168,23.682,19.021,21.15,24.563,19.825,29.53,19.101,13.645,25.949,18.994,32.521,31.383,38.209,18.699,52.902,19.354,34.786,39.707,25.17,24.026,24.074,23.206,19.967,20.793,19.355
8\1\1968,37.45,34.695,20.155,45.619,32.387,24.656,24.93,19.644,56.503,12.223,44.95,13.148,13.58,60.56,91.249,44.477,37.594,36.791,36.928,37.586,25.017,24.269,47.91,26.951,19.23,32.7,31.574,38.536,18.851,53.367,19.361,34.365,24.074,20.244,21.173,19.527,24.853,24.483,24.321,24.997,64.873,77.221,71.281,31.127,25.017,24.269,47.91,32.997,84.824,36.812,26.951,23.963,59.041,19.343,23.848,19.23,21.286,24.695,19.876,29.744,19.272,13.88,26.272,19.309,32.7,31.574,38.536,18.851,53.367,19.361,34.365,38.978,25.314,24.074,24.053,23.436,20.244,21.173,19.527
11\1\1968,37.608,34.849,20.021,45.61,32.8,24.909,25.539,20.222,57.659,12.644,45.51,12.981,13.465,60.6,90.665,44.859,37.828,36.954,37.167,37.74,25.367,24.542,48.352,27.25,19.462,33.407,32.291,39.145,19.326,53.93,20.125,34.609,24.246,20.574,21.472,19.893,25.204,24.826,24.663,25.347,64.77,77.797,71.721,31.813,25.367,24.542,48.352,33.282,85.459,37.397,27.25,24.257,59.854,19.403,24.075,19.462,21.454,24.913,19.892,30.169,19.544,14.103,26.54,19.627,33.407,32.291,39.145,19.326,53.93,20.125,34.609,39.218,25.56,24.246,24.252,23.528,20.574,21.472,19.893
2\1\1969,38.201,35.24,20.392,46.047,33.14,26.55,26.345,20.82,58.542,13.121,47.149,11.423,12.197,60.666,90.179,45.226,38.22,37.594,37.609,38.332,25.622,24.783,48.596,27.479,19.711,33.75,32.633,39.422,19.603,54.094,20.511,35.137,24.346,20.74,21.502,20.198,25.458,25.062,24.899,25.601,65.004,77.86,72.393,31.955,25.622,24.783,48.596,33.33,86.003,37.865,27.479,24.409,60.715,19.627,24.241,19.711,21.618,25.105,19.96,30.489,19.927,14.302,26.801,20.023,33.75,32.633,39.422,19.603,54.094,20.511,35.137,39.902,25.8,24.346,24.396,23.514,20.74,21.502,20.198
