Date,GDP251  ,GDP252  ,GDP253  ,GDP254  ,GDP255  ,GDP256  ,GDP257  ,GDP258  ,GDP259  ,GDP260  ,GDP261  ,GDP263  ,GDP264  ,GDP265  ,GDP266  ,GDP267  ,GDP268  ,GDP269  ,GDP270  ,GDP271  ,GDP272  ,GDP273  ,GDP274  ,GDP275  ,GDP276  ,GDP277  ,GDP278  ,GDP279  ,GDP280  ,GDP281  ,GDP282  ,GDP284  ,GDP285  ,GDP286  ,GDP287  ,GDP288  ,GDP289  ,GDP290  ,GDP291  ,GDP292  ,LBOUT   ,LBPUR7  ,LBMNU   ,LBLCPU  ,GDP272A,GDP273A,GDP274A,GDP274_1,GDP274_2,GDP274_3,GDP275A,GDP275_1,GDP275_2,GDP275_3,GDP275_4,GDP276A,GDP276_1,GDP276_2,GDP276_3,GDP276_4,GDP276_5,GDP276_6,GDP276_7,GDP276_8,GDP277A,GDP278A,GDP279A,GDP280A,GDP281A,GDP282A,GDP284A,GDP284_1,GDP284_2,GDP285A,GDP285_1,GDP285_2,GDP286A,GDP287A,GDP288A
5\1\1981,53.643,50.778,29.919,59.861,51.852,39.312,40.692,36.903,89.087,25.259,52.122,30.198,21.599,65.34,83.239,56.281,54.022,51.13,51.473,53.976,58.582,56.265,88.35,64.874,46.195,80.697,79.051,90.502,58.025,107.648,55.245,93.162,101,55.341,57.879,53.437,58.308,59.434,59.164,58.555,80.353,89.769,86.656,72.654,58.582,56.265,88.35,64.524,141.131,74.211,64.874,59.86,93.159,84.648,50.44,46.195,45.438,60.617,63.075,58.42,52.575,37.456,50.477,49.194,80.697,79.051,90.502,58.025,107.648,55.245,93.162,108.561,61.542,101,109.287,69.642,55.341,57.879,53.437
8\1\1981,54.292,50.979,30.889,59.862,51.863,41.759,40.696,37.8,91.335,25.855,48.102,29.556,21.354,65.192,83.149,56.1,54.08,51.796,51.578,54.656,59.661,57.197,89.667,65.479,47.247,81.982,80.383,92.137,59.677,108.887,55.946,93.31,98.365,56.001,58.513,54.117,59.393,60.355,60.091,59.638,81.413,89.974,86.627,73.619,59.661,57.197,89.667,65.874,143.024,74.573,65.479,60.714,93.804,83.467,51.276,47.247,46.615,62.918,65.565,60.548,51.098,38.664,51.136,50.136,81.982,80.383,92.137,59.677,108.887,55.946,93.31,108.316,62.49,98.365,105.791,70.043,56.001,58.513,54.117
11\1\1981,53.615,50.594,28.602,59.953,51.954,40.13,40.55,38.712,98.029,25.633,43.174,29.689,21.965,65.794,84.046,56.547,53.762,51.273,51.398,54.052,60.704,58.068,90.821,65.993,48.27,83.451,81.939,94.027,61.734,110.096,56.77,93.628,98.587,57.309,60.513,54.904,60.446,61.4,61.146,60.682,80.243,89.722,86.293,75.67,60.704,58.068,90.821,66.885,144.529,75.491,65.993,61.042,93.874,84.086,52.311,48.27,47.78,64.872,67.336,62.694,50.964,39.826,51.857,50.719,83.451,81.939,94.027,61.734,110.096,56.77,93.628,108.341,63.408,98.587,105.756,71.143,57.309,60.513,54.904
2\1\1982,52.736,50.927,29.588,60.024,52.186,35.936,39.307,37.78,94.904,25.158,40.686,28.408,21.34,65.725,84.162,56.374,53.613,50.502,51.322,53.143,61.563,58.803,91.599,66.4,49.172,84.487,83.066,95.287,63.054,110.931,57.608,94.162,98.272,58.213,61.355,55.854,61.315,62.213,61.969,61.538,79.757,90.933,84.904,78.117,61.563,58.803,91.599,67.334,146.013,76.164,66.4,61.677,94.164,82.179,53.339,49.172,48.657,66.689,69.89,63.786,52.465,40.842,52.413,50.922,84.487,83.066,95.287,63.054,110.931,57.608,94.162,108.732,64.227,98.272,105.251,71.446,58.213,61.355,55.854
5\1\1982,53.019,51.107,29.674,60.118,52.455,35.895,37.94,36.437,91.778,24.214,39.4,28.574,20.99,66.112,84.934,56.552,53.589,50.667,51.195,53.499,62.33,59.365,92.343,66.512,49.957,85.432,84.027,96.31,63.709,112.143,58.461,94.107,96.563,59.044,62.108,56.746,62.083,62.883,62.641,62.302,80.002,90.747,85.233,78.61,62.33,59.365,92.343,68.031,147.356,76.218,66.512,62.28,94.684,77.711,54.359,49.957,49.354,68.272,71.678,65.173,53.439,41.662,52.972,51.391,85.432,84.027,96.31,63.709,112.143,58.461,94.107,108.061,65.384,96.563,103.337,70.469,59.044,62.108,56.746
8\1\1982,52.819,51.501,29.912,60.454,52.94,35.484,36.883,35.209,86.699,23.778,39.275,27.306,21.962,66.565,86.213,56.555,53.241,50.894,51.284,53.196,63.193,60.294,92.618,67.368,50.99,85.917,84.485,96.762,63.896,112.808,58.955,93.431,95.42,59.761,62.629,57.613,62.942,63.717,63.471,63.165,80.035,90.646,84.629,79.682,63.193,60.294,92.618,68.444,147.283,76.464,67.368,62.747,94.754,80.97,55.251,50.99,50.335,69.297,72.8,66.108,55.483,42.699,53.818,52.232,85.917,84.485,96.762,63.896,112.808,58.955,93.431,106.548,66.365,95.42,102.227,69.262,59.761,62.629,57.613
11\1\1982,52.866,52.436,31.339,61.041,53.879,32.357,36.82,34.498,84.732,23.338,42.152,26.057,21.099,67.716,88.764,56.948,54.027,50.951,52.048,53.22,63.866,60.972,92.871,67.541,51.992,85.982,84.609,96.824,63.603,113.289,59.232,92.882,94.687,60.638,63.691,58.347,63.618,64.372,64.13,63.839,80.812,90.871,83.864,80.035,63.866,60.972,92.871,68.491,147.734,76.991,67.541,62.784,94.34,79.814,56.626,51.992,51.241,71.221,75.892,66.916,56.786,43.466,54.354,53.276,85.982,84.609,96.824,63.603,113.289,59.232,92.882,105.41,66.945,94.687,101.34,69.069,60.638,63.691,58.347
2\1\1983,53.518,52.95,31.63,61.344,54.599,33.497,37.632,33.86,81.298,23.267,49.335,26.477,21.583,68.228,89.837,57.157,54.6,51.618,52.638,53.864,64.413,61.498,93.535,67.504,52.807,85.611,84.194,96.079,62.508,113.135,59.518,93.277,92.688,61.026,64.046,58.761,64.151,64.768,64.514,64.388,81.565,91.222,84.354,79.826,64.413,61.498,93.535,69.335,147.69,77.824,67.504,62.991,94.811,75.417,57.884,52.807,51.916,72.598,77.252,68.302,57.097,44.42,54.846,54.091,85.611,84.194,96.079,62.508,113.135,59.518,93.277,105.497,67.902,92.688,98.803,68.911,61.026,64.046,58.761
5\1\1983,54.725,54.003,34.013,61.954,55.388,36.746,39.081,34.269,77.448,24.453,55.18,26.559,23.243,68.808,91.744,57.014,55.372,53.106,53.714,55.103,64.881,62.063,93.862,68.313,53.259,85.175,83.855,95.489,61.866,112.725,59.664,93.607,92.687,61.555,64.449,59.392,64.626,65.213,64.965,64.859,83.013,90.938,85.297,78.651,64.881,62.063,93.862,69.704,147.811,78.197,68.313,63.649,95.393,77.538,58.477,53.259,52.62,73.262,78.088,68.8,53.364,45.201,55.457,54.887,85.175,83.855,95.489,61.866,112.725,59.664,93.607,105.868,68.155,92.687,98.821,68.862,61.555,64.449,59.392
8\1\1983,55.805,54.962,35.351,62.872,56.204,39.191,41.414,35.813,79.258,25.871,60.647,26.96,25.054,70.003,94.318,57.468,56.402,54.451,55.014,56.19,65.542,62.88,94.353,68.81,54.284,84.984,83.739,95.143,61.733,112.209,59.958,94.127,92.864,62.085,64.904,59.984,65.294,65.849,65.608,65.52,83.341,90.594,86.975,78.324,65.542,62.88,94.353,70.353,147.666,78.854,68.81,63.872,96.255,78.773,59.057,54.284,53.192,73.641,78.204,69.437,59.607,46.052,55.599,55.713,84.984,83.739,95.143,61.733,112.209,59.958,94.127,106.438,68.578,92.864,99.02,68.964,62.085,64.904,59.984
11\1\1983,56.947,55.829,37.144,63.499,56.849,43.254,43.836,38.127,81.456,28.092,63.208,27.503,26.284,68.817,91.004,57.433,57.139,55.71,55.887,57.35,66.02,63.303,94.975,68.917,54.847,85.179,83.858,95.015,61.648,112.05,60.49,95.049,92.277,62.449,65.049,60.526,65.762,66.231,65.98,66,84.032,90.78,88.602,78.819,66.02,63.303,94.975,71.183,147.803,79.263,68.917,64.283,95.708,77.298,59.531,54.847,53.781,74.709,79.699,70.081,57.802,46.952,56.439,56.242,85.179,83.858,95.015,61.648,112.05,60.49,95.049,107.824,68.587,92.277,98.283,68.917,62.449,65.049,60.526
2\1\1984,58.061,56.31,38.596,63.845,57.042,47.832,45.21,39.371,86.085,28.636,64.966,28.077,28.394,69.505,91.788,58.08,57.522,57.111,56.589,58.413,66.838,63.978,94.938,69.693,55.56,85.36,83.937,94.924,61.721,111.811,60.851,95.17,92.555,64.138,67.66,61.478,66.571,67.052,66.792,66.816,84.414,90.692,90.301,79.906,66.838,63.978,94.938,71.282,147.468,79.182,69.693,65.377,95.859,77.642,60.061,55.56,54.45,76.085,79.998,72.494,57.469,47.939,57.001,56.727,85.36,83.937,94.924,61.721,111.811,60.851,95.17,108.312,68.019,92.555,98.543,69.215,64.138,67.66,61.478
5\1\1984,59.06,57.117,39.477,64.984,57.601,49.437,47.074,41.334,90.427,30.055,66.168,28.775,29.584,71.001,94.662,58.83,58.578,58.2,57.732,59.411,67.439,64.599,95.565,69.848,56.433,85.792,84.306,95.216,62.33,111.724,61.338,95.781,93.071,64.761,68.291,62.094,67.167,67.647,67.382,67.417,85.129,90.756,91.501,80.192,67.439,64.599,95.565,72.048,147.62,79.759,69.848,65.587,95.275,77.54,60.563,56.433,55.332,76.779,80.943,72.952,60.101,48.798,57.728,57.174,85.792,84.306,95.216,62.33,111.724,61.338,95.781,108.861,68.727,93.071,99.218,69.173,64.761,68.291,62.094
8\1\1984,59.634,57.558,39.472,65.196,58.338,50.607,48.085,42.704,93.292,31.076,65.532,29.411,30.351,71.525,94.301,59.856,59.118,58.805,58.306,59.977,67.989,65.098,95.756,70.085,57.118,86.039,84.564,95.279,62.726,111.438,61.929,94.808,91.413,65.277,68.786,62.628,67.722,68.114,67.853,67.965,85.537,91.334,91.92,80.967,67.989,65.098,95.756,72.578,146.932,79.903,70.085,66.065,96.029,75.213,61.191,57.118,56.136,77.985,82.776,73.571,61.122,49.43,58.381,57.43,86.039,84.564,95.279,62.726,111.438,61.929,94.808,107.086,69.273,91.413,97.738,66.979,65.277,68.786,62.628
11\1\1984,60.124,58.317,40.764,65.566,59.124,49.805,48.955,43.742,94.26,32.081,65.6,30.009,31.244,73.063,97.447,60.524,59.983,59.36,59.22,60.402,68.392,65.506,95.943,70.39,57.61,86.188,84.787,95.362,63.095,111.218,62.401,93.788,90.278,65.644,68.966,63.145,68.138,68.476,68.228,68.366,85.758,91.288,92.527,81.494,68.392,65.506,95.943,72.732,147.045,80.233,70.39,66.279,96.529,75.475,61.611,57.61,56.808,78.5,83.212,74.163,60.302,50.059,58.858,57.921,86.188,84.787,95.362,63.095,111.218,62.401,93.788,105.064,70.213,90.278,96.709,65.559,65.644,68.966,63.145
2\1\1985,60.68,59.297,42.236,65.936,60.272,48.123,49.324,44.24,98.263,31.882,65.396,30.03,30.555,73.895,98.47,61.259,60.991,59.763,60.057,60.851,69.18,66.212,96.443,70.919,58.438,86.366,85.054,95.595,63.57,111.156,62.721,92.77,88.135,66.489,69.876,63.942,68.942,69.137,68.904,69.152,86.052,91.631,93.284,82.393,69.18,66.212,96.443,73.408,147.061,80.614,70.919,66.77,97.333,75.482,62.31,58.438,57.608,78.907,83.388,74.795,61.988,50.752,59.465,58.915,86.366,85.054,95.595,63.57,111.156,62.721,92.77,103.433,70.389,88.135,94.196,64.75,66.489,69.876,63.942
5\1\1985,61.198,59.836,42.719,66.464,60.828,48.966,49.946,44.872,98.202,32.621,65.918,29.923,32.057,75.56,100.882,62.532,61.457,60.555,60.802,61.393,69.542,66.714,96.699,71.411,58.979,86.449,85.169,95.697,63.72,111.193,62.856,92.409,88.502,66.774,69.846,64.484,69.309,69.537,69.309,69.52,86.403,91.565,93.888,82.838,69.542,66.714,96.699,73.674,147.086,81.036,71.411,66.966,97.704,77.353,62.86,58.979,58.571,79.676,83.856,75.849,60.711,51.312,60.021,59.359,86.449,85.169,95.697,63.72,111.193,62.856,92.409,102.737,70.678,88.502,94.146,66.448,66.774,69.846,64.484
8\1\1985,62.155,60.971,45.526,66.867,61.779,48.431,49.543,44.185,96.163,32.224,66.756,29.483,31.744,77.522,104.266,63.738,62.454,61.481,61.767,62.271,69.876,67.144,96.545,71.64,59.605,86.762,85.527,96.008,64.056,111.428,63.283,91.445,88.43,66.994,69.743,64.972,69.65,69.907,69.685,69.864,87.852,92.248,94.143,82.919,69.876,67.144,96.545,73.941,145.401,81.352,71.64,67.163,97.961,76.773,63.51,59.605,59.531,80.113,83.365,77.114,62.778,51.789,60.412,59.409,86.762,85.527,96.008,64.056,111.428,63.283,91.445,101.175,70.89,88.43,93.406,68.614,66.994,69.743,64.972
11\1\1985,62.632,61.109,43.828,67.392,62.333,50.332,50.481,44.945,97.38,32.862,68.345,30.367,32.978,77.983,104.212,64.482,62.714,62.043,62.12,62.787,70.299,67.672,96.794,72.201,60.157,87.302,86.077,96.445,64.414,111.874,64.015,91.31,90.185,67.624,70.432,65.557,70.074,70.459,70.239,70.286,88.207,92.962,94.587,83.976,70.299,67.672,96.794,74.309,145.481,81.334,72.201,67.757,98.348,77.07,64.182,60.157,60.41,80.379,83.386,77.606,60.188,52.234,60.931,60.792,87.302,86.077,96.445,64.414,111.874,64.015,91.31,100.502,71.805,90.185,95.027,70.782,67.624,70.432,65.557
2\1\1986,63.231,61.619,44.746,68.263,62.477,50.221,50.555,44.331,94.944,32.626,71.265,31.341,32.964,78.827,103.672,66.081,63.359,62.48,62.6,63.338,70.66,68.159,96.797,72.012,61.084,87.654,86.471,96.611,64.679,111.929,64.785,90.852,90.383,67.739,70.262,65.903,70.439,70.851,70.636,70.642,89.108,93.733,94.453,84.038,70.66,68.159,96.797,74.626,144.512,81.552,72.012,68.241,97.404,72.302,64.998,61.084,61.265,80.939,83.834,78.269,62.15,52.717,61.821,62.191,87.654,86.471,96.611,64.679,111.929,64.785,90.852,99.381,72.582,90.383,94.341,74.032,67.739,70.262,65.903
5\1\1986,63.482,62.272,46.312,69.01,62.744,49.104,50.433,43.218,85.984,33.094,75.221,31.679,34.362,80.5,106.967,66.894,63.834,62.93,63.266,63.488,71.001,68.2,97.278,70.738,61.77,88.218,87.136,97.278,65.024,112.804,65.407,90.525,87.61,67.885,70.253,66.174,70.794,70.985,70.782,70.979,89.648,95.036,94.231,84.115,71.001,68.2,97.278,75.243,144.706,81.833,70.738,68.633,96.319,59.491,65.359,61.77,62.214,81.177,83.299,79.178,62.507,53.166,62.233,63.184,88.218,87.136,97.278,65.024,112.804,65.407,90.525,98.631,73.009,87.61,90.582,74.881,67.885,70.253,66.174
8\1\1986,64.09,63.352,50.432,69.154,63.281,47.562,50.147,42.584,82.919,32.96,76.379,32.403,35.317,82.334,111.034,67.544,64.728,63.586,64.198,64.125,71.455,68.713,98.068,71.056,62.341,88.923,87.896,97.953,65.314,113.729,66.25,90.19,88.213,68.254,70.372,66.752,71.255,71.493,71.297,71.43,90.099,95.429,94.707,84.58,71.455,68.713,98.068,76.272,144.534,82.794,71.056,69.52,97.208,55.599,66.106,62.341,62.842,81.325,83.357,79.404,62.857,53.542,62.67,64.204,88.923,87.896,97.953,65.314,113.729,66.25,90.19,97.744,73.662,88.213,91.078,75.872,68.254,70.372,66.752
11\1\1986,64.413,63.755,49.65,69.812,63.941,47.631,50.476,43.017,83.419,33.363,76.241,33.611,35.6,81.877,109.343,67.738,65.109,63.782,64.449,64.355,71.96,69.203,98.596,71.287,62.966,89.6,88.501,98.423,65.656,114.25,67.028,90.989,89.278,68.822,70.52,67.668,71.751,72.025,71.82,71.932,89.83,96.362,95.425,86.21,71.96,69.203,98.596,76.996,144.508,83.214,71.287,70.026,97.526,54.258,66.433,62.966,63.604,80.487,81.329,79.593,63.913,54.063,63.117,65.299,89.6,88.501,98.423,65.656,114.25,67.028,90.989,98.724,74.103,89.278,92.336,76.204,68.822,70.52,67.668
2\1\1987,64.837,63.783,46.485,70.088,64.93,49.096,49.483,41.842,81.487,32.387,76.041,33.629,35.372,82.089,110.005,67.717,65.001,64.145,64.301,64.802,72.514,69.984,99.429,72.709,63.386,89.941,88.772,98.41,65.662,114.211,67.728,91.399,91.616,69.5,71.004,68.505,72.295,72.728,72.514,72.492,89.415,95.416,96.568,86.762,72.514,69.984,99.429,77.501,145.462,84.658,72.709,70.698,98.925,60.133,67.382,63.386,64.271,80.285,81.428,79.13,64.744,54.42,63.74,65.552,89.941,88.772,98.41,65.662,114.211,67.728,91.399,99.147,74.474,91.616,95.648,75.025,69.5,71.004,68.505
5\1\1987,65.55,64.655,48.465,70.715,65.544,49.164,50.368,42.844,82.458,33.355,76.374,34.993,36.259,82.66,111.574,67.768,65.892,64.808,65.134,65.563,72.904,70.586,100.19,73.444,63.886,90.086,88.884,98.258,65.925,113.723,68.245,92.62,93.994,69.899,71.116,69.143,72.681,73.229,73.01,72.892,90.004,95.345,97.12,86.956,72.904,70.586,100.19,78.811,144.95,85.311,73.444,71.238,100.002,61.453,68.073,63.886,65.075,80.447,81.443,79.415,65.188,55.242,64.375,65.402,90.086,88.884,98.258,65.925,113.723,68.245,92.62,100.95,74.646,93.994,98.466,75.827,69.899,71.116,69.143
8\1\1987,66.145,65.381,50.486,70.842,66.153,49.212,51.44,44.224,85.891,34.276,76.143,36.499,36.964,82.805,111.721,67.913,66.706,65.305,65.84,66.148,73.45,71.306,100.939,74.144,64.608,90.239,89.046,98.15,66.281,113.234,68.828,92.953,94.952,70.344,71.321,69.789,73.228,73.819,73.601,73.437,90.139,95.414,97.798,87.845,73.45,71.306,100.939,79.872,144.599,86.314,74.144,71.648,100.309,64.02,68.725,64.608,65.631,80.948,82.256,79.647,66.314,56.095,64.968,66.172,90.239,89.046,98.15,66.281,113.234,68.828,92.953,101.181,75.151,94.952,99.388,76.878,70.344,71.321,69.789
11\1\1987,67.3,65.541,49.029,71.216,66.743,53.049,51.438,44.125,87.525,33.836,76.517,37.847,37.811,83.938,113.397,68.765,67.031,66.387,66.126,67.324,73.948,71.911,101.301,74.628,65.314,90.89,89.772,98.921,66.926,114.017,69.44,94.524,96.441,70.48,71.36,70.007,73.735,74.332,74.123,73.935,90.953,95.807,98.807,88.113,73.948,71.911,101.301,80.328,144.156,87.32,74.628,71.998,101.636,64.23,69.172,65.314,66.506,80.78,81.582,79.904,66.753,56.931,65.568,66.983,90.89,89.772,98.921,66.926,114.017,69.44,94.524,103.401,75.478,96.441,101.101,77.564,70.48,71.36,70.007
2\1\1988,67.629,66.632,51.511,71.857,67.599,50.059,51.365,44.46,84.2,34.887,74.86,39.939,37.648,83.449,110.331,69.611,68.001,66.385,66.736,67.726,74.564,72.534,101.04,74.977,66.224,91.569,90.584,99.815,67.991,114.667,70.069,95.64,97.787,71.158,72.198,70.557,74.369,74.975,74.784,74.548,91.214,96.646,98.895,89.314,74.564,72.534,101.04,79.497,144.307,88.279,74.977,72.522,101.627,62.865,70.111,66.224,67.391,80.728,81.407,79.96,67.538,58.036,66.133,68.22,91.569,90.584,99.815,67.991,114.667,70.069,95.64,104.856,75.94,97.787,102.233,79.587,71.158,72.198,70.557
5\1\1988,68.489,67.109,51.532,72.603,68.069,51.277,52.373,45.556,85.957,35.809,75.456,41.044,37.209,83.638,109.213,70.476,68.812,66.973,67.275,68.55,75.296,73.337,101.552,75.77,67.077,92.092,91.134,100.296,68.662,114.942,70.7,97.635,99.544,71.778,72.744,71.237,75.104,75.706,75.519,75.28,91.369,96.716,100.308,90.018,75.296,73.337,101.552,79.835,144.855,89.136,75.77,73.211,103.595,62.712,70.946,67.077,67.982,81.59,81.711,81.3,68.436,59.301,66.833,68.919,92.092,91.134,100.296,68.662,114.942,70.7,97.635,107.655,76.346,99.544,104.245,80.423,71.778,72.744,71.237
8\1\1988,68.854,67.669,50.865,73.386,68.901,51.607,52.574,45.793,84.797,36.323,75.502,41.805,38.077,83.527,108.4,70.727,69.151,67.382,67.659,68.882,76.178,74.213,102.22,76.73,67.94,92.411,91.556,100.694,69.335,115.076,71.139,98.844,98.468,72.146,72.836,71.822,76,76.406,76.232,76.161,91.614,96.749,100.583,90.78,76.178,74.213,102.22,80.844,144.655,89.779,76.73,74.427,103.727,63.538,71.81,67.94,68.663,82.036,82.543,81.414,69.846,60.512,67.324,69.674,92.411,91.556,100.694,69.335,115.076,71.139,98.844,109.365,76.57,98.468,102.984,80.019,72.146,72.836,71.822
11\1\1988,69.763,68.463,52.289,74.218,69.453,52.293,53.098,46.272,84.583,36.928,76.164,43.087,39.223,85.147,111.646,71.513,70.028,68.291,68.537,69.815,76.786,74.938,102.873,77.348,68.729,93.344,92.449,101.694,70.076,116.179,71.805,98.63,99.296,72.515,73.038,72.324,76.602,77.086,76.906,76.773,91.814,96.447,101.699,90.806,76.786,74.938,102.873,81.437,144.74,91.189,77.348,75.06,105.167,62.668,72.637,68.729,69.345,82.829,83.672,81.92,70.671,61.698,68.401,70.014,93.344,92.449,101.694,70.076,116.179,71.805,98.63,108.862,76.926,99.296,103.939,80.394,72.515,73.038,72.324
2\1\1989,70.471,68.718,51.966,74.439,69.909,54.295,53.628,47.056,85.952,37.569,75.667,44.323,39.113,84.613,109.359,71.878,70.42,68.78,68.722,70.517,77.588,75.827,103.427,78.317,69.628,93.832,92.907,102.103,70.671,116.399,72.321,99.61,100.878,73.459,74.286,73.033,77.401,77.937,77.754,77.575,91.969,95.813,102.698,91.455,77.588,75.827,103.427,82.409,144.371,91.626,78.317,76.046,104.961,64.342,73.845,69.628,70.018,83.056,83.73,82.285,71.95,63.052,69.19,70.83,93.832,92.907,102.103,70.671,116.399,72.321,99.61,109.881,77.798,100.878,106.229,79.504,73.459,74.286,73.033
5\1\1989,70.933,69.042,52.71,74.51,70.236,53.664,53.702,47.726,84.977,38.56,73.424,46.257,39.698,85.922,111.818,72.595,71.037,69.067,69.157,70.962,78.342,76.815,103.521,80.109,70.335,94.378,93.469,102.472,71.504,116.378,73.197,99.718,101.964,73.94,74.524,73.704,78.158,78.764,78.584,78.334,92.276,94.622,103.109,91.476,78.342,76.815,103.521,82.821,143.463,92.104,80.109,77.214,105.439,72.566,74.697,70.335,70.75,83.591,84.303,82.788,72.523,64.233,69.776,71.063,94.378,93.469,102.472,71.504,116.378,73.197,99.718,109.775,78.322,101.964,107.681,79.303,73.94,74.524,73.704
8\1\1989,71.439,69.699,53.901,75.255,70.662,53.034,54.639,49.097,87.966,39.554,72.624,46.793,39.745,86.722,112.879,73.261,71.875,69.489,69.896,71.492,78.913,77.304,103.802,80.228,71.05,94.78,93.851,102.923,72.053,116.714,73.442,99.104,100.203,74.351,74.983,74.081,78.726,79.227,79.044,78.909,92.609,94.683,103.341,91.774,78.913,77.304,103.802,82.712,144.068,93.036,80.228,77.981,104.206,69.221,75.71,71.05,71.564,84.085,85.01,83.11,72.65,65.476,70.611,71.246,94.78,93.851,102.923,72.053,116.714,73.442,99.104,108.702,78.634,100.203,105.398,79.376,74.351,74.983,74.081
11\1\1989,71.62,70.018,52.168,75.971,71.414,52.484,53.741,48.375,87.438,38.813,71.099,47.56,40.267,87.184,112.322,74.241,71.992,69.656,70.001,71.748,79.433,77.943,104.119,80.714,71.82,95.244,94.338,103.427,72.6,117.137,73.886,98.806,100.732,74.808,74.916,74.942,79.249,79.807,79.627,79.43,92.777,95.11,103.355,92.825,79.433,77.943,104.119,83.121,143.992,93.542,80.714,78.668,105.407,67.539,76.348,71.82,72.468,84.4,85.461,83.314,73.072,66.663,71.107,71.703,95.244,94.338,103.427,72.6,117.137,73.886,98.806,107.953,79.226,100.732,105.759,80.454,74.808,74.916,74.942
2\1\1990,72.447,70.587,54.545,76.171,71.612,53.009,54.408,49.016,89.359,39.166,71.822,49.582,41.153,88.534,114.019,75.415,72.851,70.34,70.715,72.545,80.389,79.096,104.572,82.547,72.721,95.755,94.862,103.899,73.208,117.459,74.497,98.904,102.244,75.941,76.009,76.108,80.206,80.878,80.699,80.39,93.815,95.402,103.595,93.732,80.389,79.096,104.572,83.24,143.769,95.723,82.547,80.124,106.977,72.841,77.507,72.721,73.17,84.987,86.003,83.943,74.422,67.909,72.259,72.345,95.755,94.862,103.899,73.208,117.459,74.497,98.904,107.478,80.459,102.244,107.096,82.497,75.941,76.009,76.108
5\1\1990,72.632,70.822,52.737,76.334,72.528,53.015,53.15,48.169,88.917,38.255,69.06,50.214,41.613,88.684,114.159,75.569,72.781,70.519,70.649,72.747,81.326,79.947,104.455,83.153,73.854,96.027,95.168,104.204,73.726,117.568,74.799,99.245,100.461,76.655,76.713,76.831,81.149,81.629,81.456,81.317,94.492,96.573,103.055,95.106,81.326,79.947,104.455,82.818,143.301,96.942,83.153,80.664,108.697,71.537,78.499,73.854,74.083,85.223,85.906,84.439,75.348,69.102,73.226,74.172,96.027,95.168,104.204,73.726,117.568,74.799,99.245,107.604,81.216,100.461,104.43,83.715,76.655,76.713,76.831
8\1\1990,72.637,71.113,52.178,76.571,73.11,51.766,52.575,48.475,88.593,38.687,65.137,50.634,41.552,88.68,113.152,76.071,72.93,70.459,70.727,72.686,82.053,80.95,104.464,84.679,74.734,96.644,95.772,104.93,74.336,118.314,75.149,100.155,103.404,77.395,77.251,77.726,81.875,82.531,82.358,82.051,95.011,96.444,102.366,96.18,82.053,80.95,104.464,82.872,143.067,97.128,84.679,81.69,109.065,77.992,79.509,74.734,75.23,85.188,85.843,84.426,75.578,70.34,74.48,74.742,96.644,95.772,104.93,74.336,118.314,75.149,100.155,108.046,83.024,103.404,107.435,86.347,77.395,77.251,77.726
11\1\1990,72.088,70.604,50.666,75.762,73.082,48.505,51.078,47.549,84.601,38.437,61.529,51.144,40.24,89.578,114.162,76.909,72.756,69.626,70.251,72.415,82.689,81.998,104.753,86.525,75.478,97.088,96.365,105.745,74.789,119.331,75.275,101.624,109.194,78.563,78.597,78.764,82.529,83.536,83.381,82.694,94.229,95.785,101.862,97.727,82.689,81.998,104.753,83.429,142.567,97.649,86.525,82.253,109.136,90.833,80.235,75.478,75.676,85.877,86.518,85.122,76.604,71.494,75.25,75.259,97.088,96.365,105.745,74.789,119.331,75.275,101.624,108.992,85.468,109.194,113.77,90.147,78.563,78.597,78.764
2\1\1991,71.721,70.304,49.187,75.7,73.007,46.516,49.33,46.323,82.771,37.368,57.87,51.371,39.402,89.937,115.033,77.006,72.45,69.096,69.778,71.906,83.662,82.614,105.693,86.377,76.432,97.873,97.069,106.671,75.461,120.37,75.488,102.017,105.904,79.274,79.675,79.2,83.492,84.197,84.031,83.659,94.415,96.088,100.801,98.299,83.662,82.614,105.693,84.649,142.671,98.81,86.377,83.329,109.438,80.6,81.59,76.432,76.261,87.721,88.669,86.708,76.866,72.37,76.224,76.614,97.873,97.069,106.671,75.461,120.37,75.488,102.017,109.088,86.443,105.904,109.468,90.294,79.274,79.675,79.2
5\1\1991,72.186,70.918,49.444,76.296,73.732,46.298,49.256,45.879,80.525,37.319,59.235,53.255,40.527,90.247,115.365,77.305,72.949,69.501,70.216,72.232,84.194,83.072,105.879,86.635,77.03,97.784,97.056,106.495,75.581,119.992,75.829,101.445,103.057,79.445,79.818,79.393,84.03,84.533,84.374,84.193,95.762,97.412,100.167,98.706,84.194,83.072,105.879,85.075,142.3,99.112,86.635,84.112,109.98,76.114,82.63,77.03,76.729,88.067,88.222,87.699,77.094,73.378,77.217,76.95,97.784,97.056,106.495,75.581,119.992,75.829,101.445,108.402,86.113,103.057,106.491,88.003,79.445,79.818,79.393
