Date,IPS10,IPS11,IPS299,IPS12,IPS13,IPS18,IPS25,IPS32,IPS34,IPS38,IPS43,IPS307,IPS306,PMP,UTL11,CES275,CES277,CES278,CES275R,CES277R,CES278 R,CES002,CES003,CES006,CES011,CES015,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,LHEL,LHELX,LHEM,LHNAG,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,CES151,CES155,HSBR,HSFR,HSNE,HSMW,HSSOU,HSWST,FYFF,FYGM3,FYGM6,FYGT1,FYGT5,FYGT10,FYAAAC,FYBAAC,Sfygm6,Sfygt1,Sfygt10,sFYAAAC,sFYBAAC,FM1,MZMSL,FM2,FMFBA,FMRRA,FMRNBA,BUSLOANS,CCINRV,PI071,PI072,PI073,PI074,CPIAUCSL,CPILFESL,PCEPILFE,PWFSA,PWFCSA,PWIMSA,PWCMSA,PWCMSAR,PSCCOM,PSCCOMR,PW561,PW561R,PMCP,EXRUS,EXRSW,EXRJAN,EXRUK,EXRCAN,FSPCOM,FSPIN,FSDXP,FSPXE,FSDJ,HHSNTN,PMI,PMNO,PMDEL,PMNV,MOCMQ,MSONDQ
8\1\1961,26.0526,25.6882,25.2344,33.0809,20.3897,39.8382,11.3599,25.9188,16.1636,32.2182,23.6633,24.1686,47.252,68.4,78.9783,2.33,2.78,2.22,11.0878462,13.22927572,10.56438565,45535,18725,644.5,2902,15093,8787,6306,35574,11047,2692.5,5563.7,2599,8764,34,0.538,65852,60486,6.6,17,1701,1387,1649,749,900,39.7,2.5,1159,1312,234,259,503,316,2,2.39,2.66,3.06,3.96,4.04,4.45,5.11,0.27,0.67,1.65,0.41,1.07,143.5,312.6,327.6,41227,11234,11169,43.1,60619.48,21.014,45.719,23.229,16.209,29.9,31.1,21.69,33.4,33.5,30.5,30.5,140.6177962,100,461.0419548,13.5,62.2406639,52.2,107.07,4.3172,362.06,280.2898,1.0316,67.79,71.69,2.91,22.18,718.6399,98.5,60.7,62.9,50.6,54.5,51.173,11.021
9\1\1961,26.0232,25.6302,25.1197,32.5315,19.2423,39.6221,11.5283,25.977,16.3833,32.1042,23.4765,24.3058,45.5,66.8,78.1562,2.32,2.8,2.2,11.02714007,13.30861733,10.45677076,45591,18730,646.8,2918,15080,8779,6301,35657,11052,2686.1,5561.8,2604,8796,35,0.555,65541,60520,6.7,16.1,1859,1297,1531,686,845,39.2,2.6,1098,1429,305,286,510,328,1.88,2.28,2.68,3.06,3.9,3.98,4.45,5.12,0.4,0.78,1.7,0.47,1.14,143.8,314.1,329.5,41417,11289,11251,43.2,60883.09,21.039,45.853,23.238,16.234,30,31.1,21.723,33.3,33.5,30.5,30.3,139.4834968,99.4,457.579524,13.5,62.14611242,53.9,107.03,4.3165,362.06,281.22,1.0309,67.26,70.89,2.93,21.15,711.02,97.9,63,69.5,50.7,56.3,50.665,10.404
10\1\1961,26.5225,26.0651,25.6072,33.4107,20.318,40.3135,11.5154,26.4424,16.4748,32.9761,23.9567,24.5801,47.6643,66.3,79.5528,2.34,2.8,2.23,11.12431662,13.31114809,10.60137865,45716,18805,642.1,2935,15143,8818,6325,35716,11064,2690.8,5571,2608,8805,37,0.6,65919,60716,6.5,15.9,1811,1288,1481,659,822,39.9,2.7,1123,1415,263,292,511,349,2.26,2.3,2.66,3.05,3.8,3.92,4.42,5.13,0.36,0.75,1.62,0.5,1.21,144.1,315.6,331.1,41651,11413,11342,43.5,61158.22,21.035,45.804,23.213,16.25,30,31.1,21.728,33.3,33.4,30.4,30.3,139.4513991,98.6,453.7923417,13.5,62.13181149,55.5,106.99,4.3228,362.06,281.5398,1.0305,68,71.42,2.91,21.31,703.01,97.4,62.2,68.3,52.4,56.7,50.955,10.514
11\1\1961,26.9337,26.5001,26.1234,33.9968,21.2263,40.7023,11.8263,26.7915,16.8043,33.4831,24.3836,24.4978,48.2311,58.3,80.7658,2.34,2.83,2.23,11.12325902,13.45248847,10.60037078,45931,18927,642.6,2941,15259,8910,6349,35816,11095,2694.3,5594.9,2614,8812,38,0.656,66081,60991,6.1,17,1638,1269,1388,622,766,40.3,2.8,1152,1385,253,296,492,344,2.61,2.48,2.7,3.07,3.82,3.94,4.39,5.11,0.22,0.59,1.46,0.45,1.17,144.8,318.5,333.4,41782,11482,11384,43.7,61748.29,21.037,45.57,23.225,16.269,30,31.2,21.725,33.4,33.5,30.5,30.2,139.0103567,97.6,449.2520138,13.5,62.14039125,51.9,107.15,4.3228,362.06,281.49,1.0359,71.08,74.72,2.83,21.99,724.74,96.8,59,65.1,51.1,54.6,53.151,10.869
12\1\1961,27.1687,26.674,26.2954,34.0701,21.6088,40.7023,11.8651,27.1697,17.0789,33.9693,24.7037,24.6624,47.6643,66.1,81.6041,2.35,2.84,2.24,11.1670785,13.49553317,10.64436419,46035,18981,638.8,2951,15309,8941,6368,35890,11094,2692.4,5602.3,2621,8836,38,0.674,65900,60908,6,15.8,1734,1175,1361,623,738,39.7,2.8,1161,1365,256,278,503,328,2.33,2.6,2.88,3.18,3.91,4.06,4.42,5.1,0.28,0.58,1.46,0.36,1.04,145.2,320.7,335.5,41853,11499,11366,44.1,62248.53,21.044,45.638,23.205,16.289,30,31.2,21.746,33.4,33.6,30.6,30.6,140.7155339,99.6,458.0152672,13.5,62.0803826,56.3,107.34,4.3161,362.06,280.96,1.0429,71.74,75.81,2.85,21.25,728.4399,99,64.2,73.4,55.8,56.1,54.138,10.31
1\1\1962,26.9337,26.4421,26.152,33.8136,21.1307,40.5295,11.8263,26.966,17.0606,33.0386,24.3569,25.019,48.2311,66.4,80.2408,2.36,2.87,2.25,11.19385287,13.61286344,10.67210549,46040,18936,638.7,2892,15322,8948,6374,35955,11112,2705.7,5602.8,2625,8851,40,0.727,66108,61014,5.8,15.3,1701,1161,1235,561,674,39.2,2.8,1122,1361,276,235,485,365,2.15,2.72,2.94,3.28,3.94,4.08,4.42,5.08,0.22,0.56,1.36,0.34,1,145.2,321.9,337.5,41864,11490,11403,44.3,62282.8,21.083,45.586,23.233,16.346,30,31.2,21.773,33.5,33.7,30.5,30.6,140.5410371,100.4,461.1215726,13.5,62.0033987,57.1,107.39,4.3182,362,281.1001,1.0452,69.07,72.99,2.97,20.45,705.1599,101.2,60.9,59.4,57.1,59,53.663,10.912
2\1\1962,27.3743,26.79,26.4101,34.0334,21.2502,40.7887,11.9946,27.4024,17.2619,34.0279,24.7837,24.9642,48.5918,64.7,81.4267,2.36,2.79,2.26,11.16367077,13.19772942,10.69063387,46309,19109,637.8,2975,15411,9029,6382,36078,11149,2719.2,5626.5,2630,8878,39,0.747,66538,61249,5.5,16,1504,1118,1244,561,683,39.9,2.8,1194,1278,215,275,498,290,2.37,2.73,2.93,3.28,3.89,4.04,4.42,5.07,0.2,0.55,1.31,0.38,1.03,145.7,323.6,340.1,41810,11301,11233,44.5,62640.35,21.14,45.654,23.329,16.37,30.1,31.2,21.806,33.6,33.8,30.6,30.5,139.8697606,98.5,451.7105384,13.5,61.90956617,54.7,107.49,4.3269,361.96,281.46,1.0489,70.22,74.22,2.95,20.79,711.95,103.4,61.1,61.8,56.2,58.6,53.067,11.655
3\1\1962,27.5212,26.9929,26.6682,34.2899,21.561,41.048,12.1501,27.4315,17.2986,34.0633,24.9972,25.1836,48.4887,66.9,81.8912,2.37,2.86,2.26,11.19561623,13.5103217,10.67598847,46375,19109,635.5,2941,15451,9065,6386,36167,11171,2725.8,5642.3,2636,8901,39,0.737,66493,61336,5.6,15,1721,1049,1162,523,639,40.1,2.8,1134,1443,252,284,536,371,2.85,2.72,2.87,3.06,3.68,3.93,4.39,5.04,0.15,0.34,1.21,0.46,1.11,146,325.7,343.1,41923,11259,11170,44.8,63128.57,21.169,45.743,23.349,16.399,30.2,31.3,21.858,33.5,33.7,30.6,30.5,139.5370116,99,452.9234148,13.5,61.76228383,56.8,107.48,4.3399,361.79,281.5298,1.0496,70.29,74.22,2.95,20.66,714.21,101.1,60.6,60.1,57,57.5,52.772,10.406
4\1\1962,27.5799,27.1959,26.9263,34.583,22.063,41.0912,12.2278,27.4024,17.2803,34.0245,25.0239,25.1836,48.9009,57.4,81.7429,2.38,2.89,2.26,11.22800396,13.63400481,10.66188612,46679,19258,632.5,3018,15524,9102,6422,36343,11252,2731.2,5681.4,2641,8922,39,0.74,66372,61363,5.6,14.9,1629,1105,1122,499,623,40.1,2.8,1235,1524,280,326,515,403,2.78,2.73,2.83,2.99,3.6,3.84,4.33,5.02,0.1,0.26,1.11,0.49,1.18,146.4,327.4,345.5,42096,11330,11258,45.1,63866.91,21.197,45.757,23.397,16.413,30.2,31.3,21.865,33.5,33.6,30.6,30.1,137.6629316,97.3,445.0034301,13.5,61.74251086,53.6,107.51,4.3457,362.02,281.3997,1.0501,68.05,71.64,3.05,19.66,690.28,98.8,55.1,57.3,47.4,53.5,51.355,11.397
5\1\1962,27.5505,27.3409,27.041,34.7661,22.2542,41.3504,12.2278,27.0242,16.9324,34.1028,24.9705,25.4854,49.004,55.3,81.3349,2.38,2.86,2.27,11.22112211,13.48420556,10.70249882,46668,19253,631.4,3025,15513,9110,6403,36373,11216,2736.6,5666,2649,8958,40,0.768,66688,61724,5.5,15.5,1543,1131,1134,507,627,40.2,2.8,1142,1483,284,289,518,392,2.36,2.69,2.78,3.03,3.66,3.87,4.28,5,0.09,0.34,1.18,0.41,1.13,146.8,329.3,347.5,42194,11384,11323,45.4,64601.04,21.21,45.767,23.378,16.449,30.2,31.4,21.893,33.4,33.5,30.6,30.1,137.4868679,96.5,440.780158,13.5,61.66354543,52,108.37,4.3294,361.99,281.21,1.0823,62.99,66.32,3.32,17.54,643.71,96.5,52.2,53.6,45.2,50.3,52.286,10.764
6\1\1962,27.4918,27.3699,27.0123,34.5463,21.8478,41.2209,12.3444,26.937,16.7494,34.296,24.9171,25.9243,49.0556,54.8,80.9291,2.37,2.87,2.26,11.16923512,13.52561384,10.6508318,46644,19186,624.7,2960,15518,9109,6409,36458,11222,2745.1,5669.9,2655,9000,39,0.752,66670,61727,5.5,15.1,1598,1101,1079,506,573,40,2.8,1154,1404,272,260,517,355,2.68,2.73,2.8,3.03,3.64,3.91,4.28,5.02,0.07,0.3,1.18,0.37,1.11,146.6,330.7,349.3,42259,11328,11226,45.8,65137.42,21.219,45.812,23.363,16.472,30.2,31.4,21.92,33.4,33.5,30.6,29.9,136.4051095,94.9,432.9379562,13.5,61.58759124,51.7,108.51,4.3156,361.95,280.8301,1.088,55.63,58.32,3.78,14.67,572.6399,95.5,50.8,52.5,43.3,46.4,51.524,10.6
7\1\1962,27.7561,27.6308,27.3564,35.1325,22.3259,41.7393,12.448,27.1697,16.9324,34.3468,25.1572,26.3084,49.1586,54.7,81.476,2.39,2.9,2.27,11.26986372,13.67473004,10.70401283,46720,19248,617.6,3025,15522,9117,6405,36498,11212,2745.5,5674.6,2659,9026,39,0.757,66483,61643,5.4,14.6,1592,1142,1049,484,565,40.1,2.8,1189,1450,262,284,520,384,2.71,2.92,3.08,3.29,3.8,4.01,4.34,5.05,0.16,0.37,1.09,0.33,1.04,146.5,331.9,350.8,42398,11394,11302,46,65512.18,21.207,45.847,23.312,16.484,30.2,31.4,21.933,33.4,33.4,30.6,30.2,137.6920622,94.4,430.4016778,13.5,61.5510874,51.6,108.26,4.3174,361.95,280.6597,1.0793,56.97,59.61,3.68,15.05,581.78,94.4,51,53.2,45.1,43.8,52.954,10.685
8\1\1962,27.7855,27.6308,27.2991,34.7295,22.0151,41.3505,12.5775,27.2278,17.0423,34.3606,25.2106,26.2809,47.4066,52.5,81.4168,2.4,2.9,2.28,11.30049911,13.65476975,10.73547415,46775,19251,623,3027,15517,9110,6407,36587,11225,2748.9,5682.9,2664,9063,38,0.702,66968,62102,5.7,14.5,1731,1238,1081,485,596,40.1,2.7,1200,1517,272,308,539,398,2.93,2.82,2.99,3.2,3.71,3.98,4.35,5.06,0.17,0.38,1.16,0.37,1.08,146.6,333.6,352.8,42491,11355,11231,46.4,66055.12,21.238,45.872,23.364,16.5,30.3,31.5,21.937,33.5,33.6,30.6,30.5,139.0345079,94.5,430.7790491,13.5,61.53986416,47.7,108.29,4.3223,361.91,280.3799,1.0779,58.52,61.29,3.57,15.9,602.51,93.4,49.5,52.9,43.7,45.2,53.195,10.664
9\1\1962,27.9617,27.8048,27.4138,34.9493,22.302,41.6097,12.5646,27.4606,17.1887,34.5831,25.3973,26.1987,48.9009,52.4,81.7875,2.4,2.91,2.28,11.24490465,13.63444689,10.68265942,46888,19305,620,3033,15568,9149,6419,36672,11243,2748.6,5698.5,2669,9089,38,0.711,67192,62325,5.6,14.1,1749,1192,1096,567,529,40.1,2.8,1223,1324,223,248,469,384,2.9,2.78,2.93,3.06,3.7,3.98,4.32,5.03,0.15,0.28,1.2,0.34,1.05,146.3,335.1,354.9,42537,11383,11303,46.9,66438.33,21.343,45.922,23.59,16.518,30.4,31.5,21.992,33.8,34,30.6,31.2,141.8697708,94.4,429.2469989,13.5,61.38595853,45.4,108.1,4.3236,359.04,280.0901,1.077,58,60.67,3.6,16.03,597.02,95.3,50,53,45.1,42.5,53.37,10.915
10\1\1962,27.9911,27.7178,27.4425,34.8761,22.3976,41.4369,12.6164,27.4606,17.2436,34.3541,25.344,26.1986,48.9525,54,81.3851,2.41,2.91,2.29,11.30447019,13.64979596,10.74159201,46927,19301,617.6,3031,15569,9162,6407,36740,11251,2746.8,5700,2676,9114,37,0.721,67114,62298,5.4,14.1,1636,1144,1022,516,506,39.9,2.7,1181,1533,229,305,629,370,2.9,2.74,2.84,2.98,3.64,3.93,4.28,4.99,0.1,0.24,1.19,0.35,1.06,146.7,337,357.2,42700,11450,11387,47.4,67028.88,21.319,45.692,23.557,16.524,30.4,31.5,21.976,33.6,33.7,30.5,30.8,140.1528941,94.8,431.3796869,13.5,61.43065162,43.9,108.05,4.3217,358.4,280.1299,1.0763,56.17,58.66,3.71,15.58,580.6499,97.3,51.2,53.6,46.7,46.2,54.2,11.088
11\1\1962,28.1086,27.8918,27.5572,35.0959,22.4215,41.6097,12.6164,27.6933,17.3718,34.775,25.5574,26.5553,49.3647,56.9,81.8392,2.41,2.93,2.29,11.2975811,13.73523345,10.73504594,46910,19260,610.9,3035,15530,9135,6395,36795,11257,2742.8,5712.2,2683,9145,37,0.682,66847,62016,5.7,13.3,1838,1076,1051,611,440,40.1,2.8,1236,1622,256,344,580,442,2.94,2.83,2.89,3,3.6,3.92,4.25,4.96,0.06,0.17,1.09,0.33,1.04,147.3,340,359.8,42861,11492,11372,47.9,67642.1,21.332,45.713,23.553,16.549,30.4,31.5,21.987,33.6,33.8,30.5,31,140.9924046,94.9,431.6186838,13.5,61.39991813,47.1,108.08,4.3159,358.41,280.1897,1.077,60.04,62.9,3.5,16.63,628.8201,99.2,53.8,57.8,48.7,51.5,54.352,11.897
12\1\1962,28.1086,27.9207,27.6432,35.2424,22.5888,41.8257,12.5387,27.5478,17.2802,34.5412,25.5841,26.5278,50.0862,63.3,81.6791,2.41,2.95,2.29,11.30181955,13.83417745,10.73907334,46901,19219,607.4,3008,15520,9136,6384,36808,11262,2746.2,5714.3,2688,9126,37,0.702,66947,62300,5.5,13.6,1732,1171,1068,558,510,39.6,2.8,1236,1564,331,283,570,380,2.93,2.87,2.91,3.01,3.56,3.86,4.24,4.92,0.04,0.14,0.99,0.38,1.06,147.8,342.6,362.7,42957,11604,11344,47.7,68126.72,21.324,45.693,23.515,16.564,30.4,31.6,21.99,33.5,33.6,30.5,30.6,139.154161,94.5,429.7407913,13.5,61.39154161,47.3,108.01,4.3165,358.46,280.3301,1.0761,62.64,65.59,3.4,17.2,648.3799,99.4,57.2,59.7,50.1,50.1,53.147,11.239
1\1\1963,28.3142,28.2107,28.0446,35.682,22.8279,42.3875,12.4869,27.6642,17.3535,34.4022,25.7441,27.296,51.2198,56.5,81.9446,2.42,2.94,2.3,11.32057819,13.75309913,10.75922721,46912,19257,605.8,3021,15545,9157,6388,36859,11232,2756.3,5724.2,2696,9204,38,0.691,67072,62190,5.7,13.8,1730,1253,1122,578,544,40,2.7,1248,1244,158,156,502,428,2.92,2.91,2.96,3.04,3.58,3.83,4.21,4.91,0.05,0.13,0.92,0.38,1.08,148.3,344.6,365.2,43008,11567,11421,48,68656.46,21.377,45.62,23.595,16.613,30.4,31.5,22.034,33.4,33.6,30.5,30.3,137.5147499,95.4,432.9672325,13.5,61.26894799,48.5,108.07,4.3253,358.5,280.48,1.0773,65.06,68,3.31,17.72,672.1001,99.7,55.2,60.9,50.4,47.4,54.554,11.433
2\1\1963,28.6373,28.4426,28.274,36.085,23.0669,42.8628,12.6682,28.0715,17.5548,35.1552,25.9576,27.7623,52.4565,57.7,82.3778,2.43,2.95,2.31,11.35567083,13.78569092,10.79489696,47000,19228,605.6,2997,15542,9163,6379,37003,11297,2761.5,5732.2,2702,9231,38,0.665,67024,62372,5.9,14.1,1858,1283,1137,540,597,39.9,2.8,1212,1456,227,269,523,437,3,2.92,2.98,3.01,3.66,3.92,4.19,4.89,0.06,0.09,1,0.27,0.97,148.9,347,367.9,43155,11456,11290,48.5,69376.75,21.399,45.712,23.626,16.619,30.5,31.6,22.053,33.4,33.6,30.5,30,136.0359135,95.2,431.6872988,13.5,61.21616107,51.7,108.1,4.3247,358.53,280.3401,1.0779,65.92,68.91,3.27,18.04,679.75,99.9,55.1,60.4,51,48.3,56.115,11.742
3\1\1963,28.8135,28.4426,28.3027,36.2315,23.1147,43.0788,12.5905,28.4787,17.7745,35.7174,26.1176,27.3783,52.4564,56.3,82.6243,2.44,2.97,2.32,11.41200131,13.89083766,10.85075534,47077,19233,606.8,2979,15564,9169,6395,37089,11318,2767.7,5751.6,2709,9245,38,0.692,67351,62655,5.7,14.5,1701,1266,1087,488,599,40.1,2.8,1258,1534,244,271,610,409,2.98,2.89,2.95,3.03,3.68,3.93,4.19,4.88,0.06,0.14,1.04,0.26,0.95,149.2,349.3,370.7,43289,11404,11255,48.7,70073.41,21.381,45.769,23.563,16.626,30.5,31.7,22.065,33.3,33.3,30.5,29.6,134.1491049,94.1,426.4672558,13.5,61.1828688,47.5,108.11,4.3286,358.6,280.0601,1.0782,65.67,68.71,3.28,17.35,674.6299,98,54.7,57.5,54.9,46.8,56.735,11.918
4\1\1963,29.0778,28.7616,28.4461,36.3781,23.3059,43.2084,12.7071,28.7405,18.1589,35.6217,26.4645,27.0216,49.9831,61,83.4581,2.44,2.93,2.32,11.4130689,13.70503765,10.85177043,47316,19343,610.7,3046,15602,9196,6406,37237,11391,2774,5783.1,2715,9264,38,0.695,67642,62972,5.7,14.5,1717,1226,1071,480,591,40.2,2.6,1288,1689,328,342,586,433,2.9,2.9,2.98,3.11,3.74,3.97,4.21,4.87,0.08,0.21,1.07,0.24,0.9,149.7,351.3,373.3,43444,11449,11319,49,70801.61,21.379,45.785,23.539,16.638,30.5,31.7,22.092,33.3,33.3,30.5,29.8,134.8904581,94.9,429.5672642,13.5,61.10809343,55,108.21,4.3292,360.8,280.0701,1.077,68.76,72.17,3.15,17.36,707.1201,96,57.6,60.6,58.2,48.6,58.373,11.945
5\1\1963,29.4303,28.8775,28.4461,36.4513,23.6884,43.0788,12.6682,29.4096,18.7264,36.16,26.7046,27.4606,50.9106,60.4,83.9513,2.45,2.96,2.33,11.44218195,13.82402391,10.88174855,47328,19399,612.1,3061,15641,9228,6413,37217,11334,2774.5,5752.2,2724,9288,37,0.65,67615,62886,5.9,14.5,1870,1160,1157,552,605,40.1,2.8,1350,1641,262,356,571,452,3,2.93,3.01,3.12,3.72,3.93,4.22,4.85,0.08,0.19,1,0.29,0.92,150.4,353.7,376.1,43586,11426,11216,49.3,71335.14,21.412,45.814,23.576,16.668,30.5,31.7,22.125,33.4,33.5,30.7,29.6,133.7853107,97,438.4180791,13.5,61.01694915,67.1,108.32,4.324,362.56,279.96,1.0775,70.14,73.6,3.13,17.77,720.8401,94.1,59.8,66.9,56.4,54.2,57.251,12.455
6\1\1963,29.5184,28.9355,28.5608,36.6711,24.0948,43.122,12.72,29.5259,18.763,36.4261,26.7846,27.5703,51.3229,60.6,83.9398,2.46,2.98,2.34,11.46479005,13.8882416,10.90553199,47356,19371,613.8,3060,15624,9226,6398,37287,11348,2773.9,5761.6,2726,9302,37,0.69,67649,63007,5.6,14,1719,1259,1067,567,500,40.3,2.9,1345,1588,235,340,574,439,2.99,2.99,3.08,3.2,3.81,3.99,4.23,4.84,0.09,0.21,1,0.24,0.85,150.4,355.6,378.4,43780,11398,11139,49.5,71875.59,21.457,45.929,23.655,16.68,30.6,31.8,22.164,33.5,33.6,30.7,29.9,134.903447,95.4,430.4277206,13.5,60.90958311,58.7,108.36,4.3243,362.81,280.0198,1.0785,70.11,73.61,3.16,17.75,719.1399,95.1,58.2,61.9,56.3,55,56.542,11.855
7\1\1963,29.4009,28.9355,28.5608,36.5612,24.0708,42.9492,12.9014,29.235,18.4518,36.124,26.6779,26.9394,50.6529,60.4,83.3448,2.47,2.99,2.35,11.48837209,13.90697674,10.93023256,47461,19423,613.2,3088,15646,9234,6412,37372,11364,2775.8,5769.3,2731,9334,38,0.695,67905,63211,5.6,14,1693,1289,1070,522,548,40.2,2.9,1321,1614,241,316,619,438,3.02,3.18,3.31,3.48,3.89,4.02,4.26,4.84,0.13,0.3,0.84,0.24,0.82,151.3,357.9,381.1,44058,11530,11232,49.8,72716.45,21.5,45.894,23.737,16.702,30.7,31.8,22.186,33.4,33.6,30.7,30,135.2204093,95.7,431.3531056,13.5,60.84918417,61,108.41,4.3236,362.98,280.0801,1.0799,69.07,72.45,3.2,17.53,700.75,96,55.5,60.1,43.6,54,58.398,11.964
8\1\1963,29.4597,29.1964,28.8762,36.8543,24.1186,43.4245,13.2122,28.9732,17.9575,36.8966,26.8113,27.0491,51.529,56.8,83.5014,2.47,3.01,2.34,11.47342995,13.98179116,10.86956522,47542,19437,612.4,3099,15644,9229,6415,37473,11383,2782.4,5788.4,2738,9368,38,0.726,67908,63304,5.4,13.9,1677,1150,1114,593,521,40.2,2.9,1310,1639,275,349,595,420,3.49,3.32,3.44,3.53,3.89,4,4.29,4.83,0.12,0.21,0.68,0.29,0.83,151.8,359.6,383.6,44149,11484,11155,50,73576.16,21.528,45.869,23.786,16.721,30.8,31.9,22.206,33.4,33.5,30.7,29.9,134.6482933,94.5,425.5606593,13.5,60.7943799,59.8,108.5,4.317,362.92,279.96,1.0831,70.98,74.43,3.13,17.57,714.1499,97,55.1,62,48.5,48.1,55.755,12.382
9\1\1963,29.7534,29.2834,28.9623,36.9642,24.5489,43.2949,13.1734,29.555,18.5433,37.2338,26.998,27.3509,51.9927,63.2,83.8227,2.48,3.01,2.36,11.52041622,13.98244066,10.96297673,47661,19483,611.3,3110,15674,9260,6414,37595,11404,2785.5,5804.5,2742,9417,38,0.712,68174,63524,5.5,14.2,1695,1225,1069,510,559,40.2,2.9,1413,1763,269,362,693,439,3.48,3.38,3.5,3.57,3.96,4.08,4.31,4.84,0.12,0.19,0.7,0.23,0.76,152,361.4,386,44339,11503,11184,50.4,74169.77,21.527,46.185,23.711,16.738,30.7,31.9,22.245,33.4,33.5,30.7,29.8,133.9626882,94.9,426.612722,13.5,60.68779501,57.8,108.39,4.3157,362.46,279.7698,1.08,72.85,76.63,3.06,17.86,738.52,97,56.9,59.8,49.7,47.9,56.911,12.553
10\1\1963,29.959,29.5444,29.163,37.2207,24.5728,43.6405,13.4065,29.7295,18.7264,37.3091,27.2381,27.4331,52.1473,63.3,84.3071,2.49,3.02,2.36,11.54595196,14.00352407,10.94315126,47805,19517,610.7,3104,15714,9283,6431,37767,11429,2794.3,5822.6,2755,9479,39,0.725,68294,63592,5.5,13.9,1738,1163,1071,541,530,40.4,2.9,1414,1779,291,385,662,441,3.5,3.45,3.58,3.64,3.97,4.11,4.32,4.83,0.13,0.19,0.66,0.21,0.72,152.6,362.9,388.3,44444,11457,11137,51,75112.95,21.566,46.19,23.759,16.773,30.8,32,22.288,33.5,33.6,30.8,29.9,134.1529074,97.8,438.8011486,13.4,60.12203877,76.9,108.33,4.3157,362.28,279.7798,1.0781,73.03,77.09,3.05,17.84,747.52,97,57.7,64,47.4,46.4,58.657,12.595
11\1\1963,30.1058,29.6604,29.2203,37.2573,24.8119,43.5973,13.5102,29.9041,18.8362,37.626,27.3181,27.8446,52.0442,64.1,84.2946,2.49,3.01,2.37,11.5283115,13.93583036,10.97273022,47771,19456,608.8,3083,15675,9274,6401,37799,11447,2802.9,5832.7,2759,9484,38,0.679,68267,63573,5.7,13.3,1859,1227,1054,533,521,40.2,2.9,1357,1622,254,348,597,422,3.48,3.52,3.65,3.74,4.01,4.12,4.33,4.84,0.13,0.22,0.6,0.21,0.72,153.7,366.2,391.5,44744,11547,11198,52,75606.92,21.599,46.12,23.806,16.806,30.8,32,22.312,33.5,33.5,30.8,30.2,135.3531732,97.7,437.8809609,13.4,60.05736823,66.2,108.31,4.3167,362.5,279.7798,1.0778,72.62,76.69,3.14,17.78,743.24,97,57.5,63.7,48.7,43.7,58.399,12.238
12\1\1963,30.0471,29.6893,29.335,37.4771,24.8836,43.9862,13.4843,29.7295,18.7813,37.0858,27.3181,28.119,51.7351,60.7,84.0095,2.5,3.07,2.38,11.56229766,14.19850153,11.00730737,47863,19493,610.4,3082,15712,9295,6417,37867,11456,2812.8,5849.3,2769,9497,40,0.746,68213,63584,5.5,13.3,1774,1213,1007,517,490,39.9,3,1423,1491,221,297,514,459,3.38,3.52,3.66,3.81,4.04,4.13,4.35,4.85,0.14,0.29,0.61,0.22,0.72,153.3,367.7,393.2,45003,11730,11397,52.5,76581.45,21.622,46.097,23.842,16.825,30.9,32.1,22.332,33.4,33.5,30.8,29.4,131.6496507,96.9,433.9065019,13.4,60.0035823,64.4,108.38,4.3159,362.79,279.6497,1.0796,74.17,78.38,3.13,18.16,759.9399,97.8,54,58.6,47.6,44.2,59.177,12.798
1\1\1964,30.3114,29.9793,29.6504,37.8434,24.9314,44.4183,13.834,29.9623,18.8179,37.7267,27.5582,28.7499,52.0443,63.3,84.4621,2.5,3.06,2.38,11.53615431,14.12025287,10.9824189,47925,19406,607.3,2996,15715,9291,6424,38081,11529,2826.7,5878.5,2778,9562,40,0.736,68327,63724,5.6,13.5,1805,1156,1057,553,504,39.5,2.9,1296,1603,233,358,584,428,3.48,3.52,3.64,3.79,4.07,4.17,4.39,4.83,0.12,0.27,0.65,0.22,0.66,153.7,369.3,395.2,45042,11643,11369,52.8,77461.36,21.671,46.19,23.919,16.849,30.9,32.2,22.367,33.5,33.7,30.8,29.8,133.2319936,97.4,435.4629588,13.4,59.90968838,60,108.38,4.3163,362.46,279.8301,1.0805,76.45,80.85,3.06,18.72,776.6201,98.6,57.1,61.3,55.3,42.9,60.434,13.967
2\1\1964,30.5171,29.9793,29.5358,37.7702,25.0748,44.2454,13.7692,30.4277,19.1474,38.2878,27.7183,28.4481,52.3019,64,84.6673,2.5,3.03,2.38,11.51967561,13.96184683,10.96673118,48171,19570,607.4,3132,15742,9305,6437,38182,11549,2823.1,5904.8,2786,9581,40,0.754,68751,64188,5.4,13.2,1708,1216,1015,528,487,40.3,2.9,1442,1820,249,491,650,431,3.48,3.53,3.67,3.78,4.03,4.15,4.36,4.83,0.14,0.25,0.62,0.21,0.68,154.3,371.5,397.6,45112,11547,11261,53.3,78336.23,21.702,46.291,23.925,16.889,30.9,32.2,22.412,33.5,33.4,30.8,29.4,131.1797251,96.3,429.6805283,13.4,59.78939854,60.1,108.4,4.3249,362.75,279.6897,1.0802,77.39,81.96,3.05,18.94,793.03,99.4,57.9,61.8,51.9,50.4,59.571,12.458
